Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 02/03  03:00:00,7.2125,10.0,10.0,,,0.0,,,,11.305216081579424,,,,,,,,,,,,,,,,,,,,,,,,11.403738017236847,-55.01180444648032,-54.51733958456421 
 02/03  04:00:00,6.85,10.0,10.0,,,0.0,,,,11.146629919264926,,,,,,,,,,,,,,,,,,,,,,,,11.249946733830985,-58.257752333728675,-58.11600624634891 
 02/03  05:00:00,6.7,10.0,10.0,,,0.0,,,,11.026435229326472,,,,,,,,,,,,,,,,,,,,,,,,11.111101871689792,-41.306036846131576,-44.42244644092284 
 02/03  06:00:00,6.7,10.0,10.0,,,0.0,,,,10.943784503502403,,,,,,,,,,,,,,,,,,,,,,,,11.017230093624782,-31.20882219213486,-31.596759797031986 
 02/03  07:00:00,6.7,10.0,10.0,,,0.0,,,,10.864009991168018,,,,,,,,,,,,,,,,,,,,,,,,10.935009024298374,-30.532966521336895,-30.474445622714693 
 02/03  08:00:00,6.825000000000001,9.375,8.125,,,0.0,,,,10.938642259788278,,,,,,,,,,,,,,,,,,,,,,,,10.904697745358867,33.588907740161204,18.400529105713282 
 02/03  09:00:00,6.9625,7.75,5.75,,,0.0,,,,11.380453971602503,,,,,,,,,,,,,,,,,,,,,,,,11.151373752658468,151.27967222228256,134.70393362334323 
 02/03  10:00:00,7.124999999999999,6.375,3.125,,,0.0,,,,11.981909418256688,,,,,,,,,,,,,,,,,,,,,,,,11.744925720008201,255.25018486313633,255.10304036867282 
 02/03  11:00:00,8.0125,6.0,2.0,,,0.0,,,,12.547310006252559,,,,,,,,,,,,,,,,,,,,,,,,12.390249766036694,227.7534944314661,228.62676571493617 
 02/03  12:00:00,9.3125,5.375,2.0,,,0.0,,,,12.92990256825694,,,,,,,,,,,,,,,,,,,,,,,,12.916204890755687,128.68251800671197,152.36127454913085 
 02/03  13:00:00,10.612499999999999,5.0,2.0,,,0.0,,,,13.056822965520924,,,,,,,,,,,,,,,,,,,,,,,,13.064393652101288,71.81135050544972,44.56370237471878 
 02/03  14:00:00,11.537500000000001,6.25,2.625,,,0.0,,,,13.798383081591993,,,,,,,,,,,,,,,,,,,,,,,,13.63874848763681,267.5597861645982,277.821577302953 
 02/03  15:00:00,12.3,7.625,3.0,,,0.0,,,,14.039063903214497,,,,,,,,,,,,,,,,,,,,,,,,14.087198329751876,86.54063706695538,96.73338420275874 
 02/03  16:00:00,13.037500000000001,9.25,3.625,,,0.0,,,,14.11778864923236,,,,,,,,,,,,,,,,,,,,,,,,14.265095629239871,27.10777467646171,42.15788652971141 
 02/03  17:00:00,12.7375,10.0,4.0,,,0.0,,,,13.739080846515057,,,,,,,,,,,,,,,,,,,,,,,,14.073338208281013,-168.32171912624244,-145.57899802648285 
 02/03  18:00:00,11.8375,10.0,4.0,,,0.0,,,,13.059553530381931,,,,,,,,,,,,,,,,,,,,,,,,13.434127599284535,-262.69110172414844,-266.2442352349227 
 02/03  19:00:00,10.937500000000002,10.0,4.0,,,0.0,,,,12.763094311199787,,,,,,,,,,,,,,,,,,,,,,,,12.915492187064888,-116.43899306114452,-132.15051253576982 
 02/03  20:00:00,10.349999999999998,8.125,3.375,,,0.0,,,,12.596820957739435,,,,,,,,,,,,,,,,,,,,,,,,12.695002626222092,-60.395310503935406,-63.55165483364418 
 02/03  21:00:00,9.95,5.125,2.375,,,0.0,,,,12.459550376300324,,,,,,,,,,,,,,,,,,,,,,,,12.550608260232028,-50.65094016449533,-50.80937609030003 
 02/03  22:00:00,9.55,2.125,1.375,,,0.0,,,,12.314991572779462,,,,,,,,,,,,,,,,,,,,,,,,12.411173498628763,-53.632284038502846,-53.04557614236664 
 02/03  23:00:00,9.0875,1.0,1.0,,,0.0,,,,12.165736348012633,,,,,,,,,,,,,,,,,,,,,,,,12.26435991335389,-54.829581316634695,-54.84937031249291 
 02/03  24:00:00,8.525000000000002,1.0,0.375,0.0,1.,0.0,,,,11.995209860789462,12.634820995675254,18.71378837073724,1.1190798691532344,5.742166925318553,12.251177379568302,12.265587351563425,0.94737947411861,5.434318387713752,12.08951950935188,9.701170638523184,0.8216872355896397,5.443778770806214,12.29810927274819,13.069049623517364,0.9248796134036232,5.649591879226418,12.18524664093749,12.181035366671287,0.9261273799008851,12.258973162386331,11.957317312114114,0.7860922120032177,6.277494152545619,12.106225584780214,-64.41156474640377,-62.69379125318076 
 02/04  01:00:00,7.987500000000001,1.0,0.0,,,0.0,,,,11.819020687956105,,,,,,,,,,,,,,,,,,,,,,,,11.930265191556387,-63.87752902025963,-64.7074413868556 
 02/04  02:00:00,7.674999999999999,2.25,0.0,,,0.0,,,,11.653285229171598,,,,,,,,,,,,,,,,,,,,,,,,11.763008409009803,-60.83639738742994,-61.113285426577804 
 02/04  03:00:00,7.475,4.25,0.625,,,0.0,,,,11.502405905023767,,,,,,,,,,,,,,,,,,,,,,,,11.606491724769311,-54.92411477457529,-55.90398376274243 
 02/04  04:00:00,7.275,6.25,1.0,,,0.0,,,,11.349664033423547,,,,,,,,,,,,,,,,,,,,,,,,11.457524527777808,-57.69261297275328,-56.83707686571932 
 02/04  05:00:00,6.8875,7.0,1.0,,,0.0,,,,11.157114409206343,,,,,,,,,,,,,,,,,,,,,,,,11.283445117208107,-74.34729185111141,-71.57370881005905 
 02/04  06:00:00,6.324999999999999,7.0,1.0,,,0.0,,,,10.921259876154274,,,,,,,,,,,,,,,,,,,,,,,,11.063163900734455,-88.5661342651493,-87.2162852307499 
 02/04  07:00:00,5.7875,7.0,1.0,,,0.0,,,,10.67191665649514,,,,,,,,,,,,,,,,,,,,,,,,10.818743381862046,-91.410460390803,-91.85304240446195 
 02/04  08:00:00,6.2875,7.625,1.625,,,0.0,,,,10.971042249102457,,,,,,,,,,,,,,,,,,,,,,,,10.800314298975907,146.08396681224824,97.74551726508673 
 02/04  09:00:00,7.3875,8.625,2.625,,,0.0,,,,11.877464208280669,,,,,,,,,,,,,,,,,,,,,,,,11.517390399298066,320.7402548080662,319.10482824035904 
 02/04  10:00:00,8.487499999999999,9.625,3.625,,,0.0,,,,12.451039866864187,,,,,,,,,,,,,,,,,,,,,,,,12.284974303046745,227.2197713832611,244.56566134780542 
 02/04  11:00:00,9.8375,10.0,4.625,,,0.0,,,,12.828560752879675,,,,,,,,,,,,,,,,,,,,,,,,12.762498551623874,132.9910642752652,142.75027603811083 
 02/04  12:00:00,11.275000000000002,10.0,6.25,,,0.0,,,,13.045293716228127,,,,,,,,,,,,,,,,,,,,,,,,13.01923008156155,72.59389466362812,74.4945875107905 
 02/04  13:00:00,12.7375,10.0,7.625,,,0.0,,,,13.274358845532435,,,,,,,,,,,,,,,,,,,,,,,,13.22515593471926,85.38170655874814,83.00305059473786 
 02/04  14:00:00,13.8,10.0,8.0,,,0.0,,,,13.462082469951064,,,,,,,,,,,,,,,,,,,,,,,,13.44573138622801,61.25135369505179,69.6950105492538 
 02/04  15:00:00,14.537500000000001,10.0,8.625,,,0.0,,,,13.492346833697653,,,,,,,,,,,,,,,,,,,,,,,,13.524231277369793,10.853687211599544,11.588911794771967 
 02/04  16:00:00,15.3,10.0,9.0,,,0.0,,,,13.490114269111809,,,,,,,,,,,,,,,,,,,,,,,,13.544653289562419,-3.3479700389222424,1.8103574399981865 
 02/04  17:00:00,14.9125,10.0,9.0,,,0.0,,,,13.255703735809787,,,,,,,,,,,,,,,,,,,,,,,,13.433842069972226,-79.31736561076794,-70.67705726975906 
 02/04  18:00:00,13.75,10.0,9.625,,,0.0,,,,13.00058873504485,,,,,,,,,,,,,,,,,,,,,,,,13.188666529676771,-94.0984451363665,-94.56147057657044 
 02/04  19:00:00,12.6125,10.0,10.0,,,0.0,,,,12.847836417451944,,,,,,,,,,,,,,,,,,,,,,,,12.966796060173309,-66.69350650538861,-70.27191948799049 
 02/04  20:00:00,12.075,8.75,8.125,,,0.0,,,,12.722340300552972,,,,,,,,,,,,,,,,,,,,,,,,12.80775690092237,-51.369227005006884,-53.25688821244902 
 02/04  21:00:00,11.937499999999998,6.125,5.75,,,0.0,,,,12.639153775502312,,,,,,,,,,,,,,,,,,,,,,,,12.696066775987148,-30.252077267061843,-33.181296808515555 
 02/04  22:00:00,11.774999999999999,3.75,3.125,,,0.0,,,,12.573011201847672,,,,,,,,,,,,,,,,,,,,,,,,12.625767406964323,-25.077867920719243,-24.737200251514764 
 02/04  23:00:00,10.8875,3.625,2.625,,,0.0,,,,12.446388426960631,,,,,,,,,,,,,,,,,,,,,,,,12.532612186816042,-48.72475331994195,-44.3686299372338 
 02/04  24:00:00,9.5875,4.625,3.0,0.0,2.,0.0,,,,12.257509276501647,12.519596720030256,15.645693014839601,1.0241743877575258,6.023212534089119,12.41240253716093,13.886465110287782,0.9672086886451069,5.917118593956212,12.232258672942072,10.952940601893019,0.8519926312990108,5.802768543763772,12.269881965032042,11.54028640870011,0.8760599849582783,5.8963292104341,12.29233056676251,12.291022253078898,0.8746925211870509,12.305361048521325,11.29248387147919,0.7661822563146702,6.7012636586430885,12.369032109293439,-70.25828206479012,-68.24225764262161 
 02/05  01:00:00,8.2875,5.625,3.625,,,0.0,,,,12.037601358279204,,,,,,,,,,,,,,,,,,,,,,,,12.163080069507533,-81.26557793197624,-80.21235861340432 
 02/05  02:00:00,7.674999999999999,6.0,4.0,,,0.0,,,,11.854244838729542,,,,,,,,,,,,,,,,,,,,,,,,11.96144559115991,-62.84183509387064,-66.79279382463751 
 02/05  03:00:00,7.475,6.625,3.375,,,0.0,,,,11.702072273294803,,,,,,,,,,,,,,,,,,,,,,,,11.806017642582477,-56.4905658591774,-56.065243896102245 
 02/05  04:00:00,7.275,7.0,3.0,,,0.0,,,,11.556533820730401,,,,,,,,,,,,,,,,,,,,,,,,11.657368449505444,-53.28748039071763,-53.92205744913042 
 02/05  05:00:00,7.075,7.625,3.0,,,0.0,,,,11.406937956060506,,,,,,,,,,,,,,,,,,,,,,,,11.511651553485784,-56.099440337037834,-55.403888956668375 
 02/05  06:00:00,6.9375,8.0,3.0,,,0.0,,,,11.253783783166547,,,,,,,,,,,,,,,,,,,,,,,,11.359175353202659,-56.585846789072555,-56.749850765786015 
 02/05  07:00:00,6.775,8.625,3.0,,,0.0,,,,11.095694645463489,,,,,,,,,,,,,,,,,,,,,,,,11.20436921747941,-58.993510362891584,-58.56709729545175 
 02/05  08:00:00,7.5125,9.0,3.0,,,0.0,,,,11.365036159436654,,,,,,,,,,,,,,,,,,,,,,,,11.207417727121046,118.9248897637064,79.9414868562849 
 02/05  09:00:00,8.8125,9.625,3.625,,,0.0,,,,12.205779485650885,,,,,,,,,,,,,,,,,,,,,,,,11.850476780173603,311.00485118319716,302.7860465952669 
 02/05  10:00:00,10.112499999999999,10.0,4.0,,,0.0,,,,12.885635934530873,,,,,,,,,,,,,,,,,,,,,,,,12.658754633441456,274.8692791556324,280.7880642453859 
 02/05  11:00:00,11.037500000000001,10.0,4.625,,,0.0,,,,13.42499138356492,,,,,,,,,,,,,,,,,,,,,,,,13.321440094541929,194.7669095692131,212.38616479322752 
 02/05  12:00:00,11.8,10.0,6.25,,,0.0,,,,13.647436296306696,,,,,,,,,,,,,,,,,,,,,,,,13.661009018942874,67.70153062618903,78.69405833290361 
 02/05  13:00:00,12.537500000000001,10.0,7.625,,,0.0,,,,13.746110399882532,,,,,,,,,,,,,,,,,,,,,,,,13.77828310937059,26.783394177374625,30.053424700719777 
 02/05  14:00:00,12.925,10.0,8.0,,,0.0,,,,13.66192897085152,,,,,,,,,,,,,,,,,,,,,,,,13.764821090814834,-34.86738713345844,-28.53272657978195 
 02/05  15:00:00,13.062500000000002,10.0,8.0,,,0.0,,,,13.582569306033808,,,,,,,,,,,,,,,,,,,,,,,,13.671384063359675,-30.452256826913583,-31.21798078986386 
 02/05  16:00:00,13.225000000000001,10.0,8.0,,,0.0,,,,13.483423640640181,,,,,,,,,,,,,,,,,,,,,,,,13.58039841010489,-31.2075231944185,-33.109826208385705 
 02/05  17:00:00,12.9875,8.75,6.75,,,0.0,,,,13.39787177750808,,,,,,,,,,,,,,,,,,,,,,,,13.505841946190635,-36.25330938859288,-31.115705064261057 
 02/05  18:00:00,12.425,7.375,4.75,,,0.0,,,,13.10330707324353,,,,,,,,,,,,,,,,,,,,,,,,13.30101339032592,-112.85263765576477,-105.93344496270151 
 02/05  19:00:00,11.8875,5.75,2.75,,,0.0,,,,12.913312532613123,,,,,,,,,,,,,,,,,,,,,,,,13.026133204448207,-75.80739939164312,-83.26187034598021 
 02/05  20:00:00,11.575,6.25,3.875,,,0.0,,,,12.81923737128918,,,,,,,,,,,,,,,,,,,,,,,,12.880860284767813,-33.7030489763232,-38.27950964322645 
 02/05  21:00:00,11.375,7.625,6.25,,,0.0,,,,12.768309996076091,,,,,,,,,,,,,,,,,,,,,,,,12.814569684287028,-19.69724046584728,-20.17182892545204 
 02/05  22:00:00,11.175,9.25,8.875,,,0.0,,,,12.743928293885979,,,,,,,,,,,,,,,,,,,,,,,,12.774099963516962,-9.251447280319276,-10.888511518017227 
 02/05  23:00:00,11.225000000000001,10.0,10.0,,,0.0,,,,12.725625741390118,,,,,,,,,,,,,,,,,,,,,,,,12.753757425305078,-8.079017131220683,-7.5353710945681645 
 02/05  24:00:00,11.425,10.0,10.0,0.0,3.,0.0,,,,12.701457198911346,12.807699617296777,16.33153271439586,1.0115290092583507,7.314551517941633,12.66976927398278,14.080921203450231,0.9183357964404172,7.4012221341150495,12.491191628268382,11.148925526549272,0.8060930497573165,8.079897282825707,12.539571961838744,11.868162331069604,0.8619379706183105,7.9554962942070375,12.541021601588554,12.538412995574845,0.86458666927119,12.584219352334111,12.269416082558893,0.7249566061087549,9.181547932998297,12.72975422060621,-9.184698758272111,-9.217182501296971 
 02/06  01:00:00,11.625,10.0,10.0,,,0.0,,,,12.681193827655022,,,,,,,,,,,,,,,,,,,,,,,,12.706340291360867,-7.84491027313714,-8.096733821212474 
 02/06  02:00:00,11.325,10.0,10.0,,,0.0,,,,12.621782356790535,,,,,,,,,,,,,,,,,,,,,,,,12.670650114138738,-22.205144041550916,-19.29922459307422 
 02/06  03:00:00,10.7875,10.0,10.0,,,0.0,,,,12.532975289317452,,,,,,,,,,,,,,,,,,,,,,,,12.594153689917718,-31.789935935691062,-31.423375919350264 
 02/06  04:00:00,10.225,10.0,10.0,,,0.0,,,,12.43081165037442,,,,,,,,,,,,,,,,,,,,,,,,12.500870644262761,-37.65735294327841,-36.77362213780461 
 02/06  05:00:00,10.125,10.0,10.0,,,0.0,,,,12.356281464855668,,,,,,,,,,,,,,,,,,,,,,,,12.410015308577195,-25.756303385530412,-28.40460479104095 
 02/06  06:00:00,10.325000000000001,10.0,10.0,,,0.0,,,,12.31234392434389,,,,,,,,,,,,,,,,,,,,,,,,12.355201086661236,-16.75334319240067,-17.274489698944503 
 02/06  07:00:00,10.525,10.0,10.0,,,0.0,,,,12.279764565190186,,,,,,,,,,,,,,,,,,,,,,,,12.315882886549481,-12.540270285969964,-13.03266801508279 
 02/06  08:00:00,10.6,10.0,10.0,,,0.0,,,,12.359398105332987,,,,,,,,,,,,,,,,,,,,,,,,12.32021720995982,22.13205071184713,15.868592972608052 
 02/06  09:00:00,10.6,10.0,10.0,,,0.0,,,,12.559725236446756,,,,,,,,,,,,,,,,,,,,,,,,12.430377992284892,55.36814693877808,52.67607188928976 
 02/06  10:00:00,10.6,10.0,10.0,,,0.0,,,,12.803276348886449,,,,,,,,,,,,,,,,,,,,,,,,12.618651383246757,104.23654899462247,90.41832588190174 
 02/06  11:00:00,11.287499999999998,8.75,8.75,,,0.0,,,,13.445955562432168,,,,,,,,,,,,,,,,,,,,,,,,13.126421807363467,278.76648922320106,254.90724348922345 
 02/06  12:00:00,12.3875,6.125,6.125,,,0.0,,,,14.230422295546916,,,,,,,,,,,,,,,,,,,,,,,,14.000614824353807,304.32100373131846,322.85572597260744 
 02/06  13:00:00,13.4875,3.75,3.75,,,0.0,,,,14.691283524084366,,,,,,,,,,,,,,,,,,,,,,,,14.610814248980994,178.23400245727458,180.24303331882064 
 02/06  14:00:00,14.275,2.375,2.375,,,0.0,,,,15.037417515029626,,,,,,,,,,,,,,,,,,,,,,,,15.050365477610924,121.04680943317877,136.76028213529065 
 02/06  15:00:00,14.8125,2.0,2.0,,,0.0,,,,15.107626772326668,,,,,,,,,,,,,,,,,,,,,,,,15.23118310865286,28.93445252052685,33.91713117291351 
 02/06  16:00:00,15.375000000000002,1.375,1.375,,,0.0,,,,15.097483207969212,,,,,,,,,,,,,,,,,,,,,,,,15.278338422540779,-8.724554307120385,1.8017462147411099 
 02/06  17:00:00,14.787500000000001,2.25,1.625,,,0.0,,,,14.830922493566074,,,,,,,,,,,,,,,,,,,,,,,,15.098427932302936,-123.25943806465641,-109.81503151860821 
 02/06  18:00:00,13.4875,4.875,3.25,,,0.0,,,,14.330409535719145,,,,,,,,,,,,,,,,,,,,,,,,14.637773890986052,-192.26140939276277,-192.6556287823368 
 02/06  19:00:00,12.1875,7.25,4.625,,,0.0,,,,14.068127212182235,,,,,,,,,,,,,,,,,,,,,,,,14.22081159063783,-106.35178149114584,-116.99610147040761 
 02/06  20:00:00,11.45,7.375,4.375,,,0.0,,,,13.906481946485538,,,,,,,,,,,,,,,,,,,,,,,,14.00247884250646,-60.65210253954152,-64.1936592439268 
 02/06  21:00:00,11.1125,5.75,2.75,,,0.0,,,,13.757096919540281,,,,,,,,,,,,,,,,,,,,,,,,13.851248886320889,-55.43792613139071,-54.68068430098618 
 02/06  22:00:00,10.750000000000002,4.375,1.375,,,0.0,,,,13.570314074378292,,,,,,,,,,,,,,,,,,,,,,,,13.684075675933379,-70.29893081689463,-67.56132710262006 
 02/06  23:00:00,10.475,3.375,1.0,,,0.0,,,,13.376440174376881,,,,,,,,,,,,,,,,,,,,,,,,13.488401396639736,-68.18949332646785,-70.23692954511216 
 02/06  24:00:00,10.275,1.75,0.375,0.0,4.,0.0,,,,13.175977982336159,13.846617778727355,19.850538490285143,1.0035016154858027,7.592980605771245,13.465846194180633,13.397641734116425,0.8193654057308319,7.56219682721283,13.412275869160867,12.529317980353886,0.7842230126331705,8.253894842113786,13.596233284481317,15.466151119813382,0.9013178058390978,8.193687063648529,13.333763690998822,13.324994285323056,0.7997654785863008,13.511745969058389,14.810856307838497,0.714935106556462,9.495682453580308,13.299135742420141,-75.09298000991524,-73.06355085643207 
 02/07  01:00:00,10.075,0.375,0.0,,,0.0,,,,12.971546187394537,,,,,,,,,,,,,,,,,,,,,,,,13.093330006655739,-72.83447783025363,-74.39154885549905 
 02/07  02:00:00,9.4375,0.0,0.0,,,0.0,,,,12.761877895223318,,,,,,,,,,,,,,,,,,,,,,,,12.892839488005682,-78.51561751304718,-76.69724579290886 
 02/07  03:00:00,8.475,0.0,0.0,,,0.0,,,,12.525776409980619,,,,,,,,,,,,,,,,,,,,,,,,12.667300153745764,-87.3287173759982,-86.45798683215455 
 02/07  04:00:00,7.5375,0.0,0.0,,,0.0,,,,12.278654123490636,,,,,,,,,,,,,,,,,,,,,,,,12.425530500296919,-90.40454752345083,-90.26230550733814 
 02/07  05:00:00,7.449999999999999,1.875,1.875,,,0.0,,,,12.12139003989321,,,,,,,,,,,,,,,,,,,,,,,,12.227055030649675,-49.005065279525724,-56.32267880460854 
 02/07  06:00:00,7.7875,5.5,5.5,,,0.0,,,,12.042074704695533,,,,,,,,,,,,,,,,,,,,,,,,12.126935579478706,-29.974033698112542,-30.877819199389517 
 02/07  07:00:00,8.150000000000002,8.875,8.875,,,0.0,,,,12.028777612236038,,,,,,,,,,,,,,,,,,,,,,,,12.077409267686672,-3.966679221113724,-8.062329840032083 
 02/07  08:00:00,8.425,10.0,10.0,,,0.0,,,,12.124656124798982,,,,,,,,,,,,,,,,,,,,,,,,12.108693660408557,33.479603310154104,26.19918124568928 
 02/07  09:00:00,8.625,10.0,10.0,,,0.0,,,,12.396563428037716,,,,,,,,,,,,,,,,,,,,,,,,12.257324610676418,68.82010564842994,67.28904751539488 
 02/07  10:00:00,8.825000000000001,10.0,10.0,,,0.0,,,,12.636656007092844,,,,,,,,,,,,,,,,,,,,,,,,12.468050191389368,82.75639797478213,82.50456276393157 
 02/07  11:00:00,10.024999999999999,10.0,10.0,,,0.0,,,,12.891562925769326,,,,,,,,,,,,,,,,,,,,,,,,12.712174922561259,109.59255905548278,101.82816866398561 
 02/07  12:00:00,11.8875,10.0,10.0,,,0.0,,,,13.237178295246636,,,,,,,,,,,,,,,,,,,,,,,,13.072339401689794,132.36588970281448,138.32233935152408 
 02/07  13:00:00,13.725,10.0,10.0,,,0.0,,,,13.40693363997511,,,,,,,,,,,,,,,,,,,,,,,,13.33233453843961,70.7118547157256,73.18858990470319 
 02/07  14:00:00,14.525,10.0,10.0,,,0.0,,,,13.568663550542157,,,,,,,,,,,,,,,,,,,,,,,,13.513265785555578,60.75759562047536,62.995565382764816 
 02/07  15:00:00,14.725000000000001,10.0,10.0,,,0.0,,,,13.682475724671013,,,,,,,,,,,,,,,,,,,,,,,,13.658513423730252,40.304390114429516,45.06493211458247 
 02/07  16:00:00,14.925,10.0,10.0,,,0.0,,,,13.664408478537458,,,,,,,,,,,,,,,,,,,,,,,,13.70167979078646,-3.7677319511228955,-0.4223292261481113 
 02/07  17:00:00,14.437500000000002,10.0,9.375,,,0.0,,,,13.568951976760552,,,,,,,,,,,,,,,,,,,,,,,,13.661791584871562,-30.259078299947603,-25.188415503589674 
 02/07  18:00:00,13.475,10.0,9.0,,,0.0,,,,13.315133751262934,,,,,,,,,,,,,,,,,,,,,,,,13.497292929288797,-90.19979652759999,-83.94364080405619 
 02/07  19:00:00,12.537499999999998,10.0,8.375,,,0.0,,,,13.125915103590883,,,,,,,,,,,,,,,,,,,,,,,,13.254561437206206,-78.0703986731213,-81.72955753762945 
 02/07  20:00:00,12.325,10.0,7.375,,,0.0,,,,13.001012272012916,,,,,,,,,,,,,,,,,,,,,,,,13.080099459200373,-48.02778093690699,-52.27021055862675 
 02/07  21:00:00,12.525,10.0,6.375,,,0.0,,,,12.895981146549824,,,,,,,,,,,,,,,,,,,,,,,,12.967468158256587,-39.59593347371044,-39.209008693399845 
 02/07  22:00:00,12.725000000000001,10.0,5.375,,,0.0,,,,12.76958544626903,,,,,,,,,,,,,,,,,,,,,,,,12.85056243729326,-46.69075821571045,-45.92791397329294 
 02/07  23:00:00,12.55,10.0,6.25,,,0.0,,,,12.73713564040815,,,,,,,,,,,,,,,,,,,,,,,,12.76597949570009,-7.738822853913979,-14.737432297152349 
 02/07  24:00:00,12.2125,10.0,7.625,0.0,5.,0.0,,,,12.75884215627288,12.818037933781957,12.176204026905552,0.8879501071159961,5.204916684773073,12.789279673725348,11.724742486113962,0.8676220438843002,5.082338316088088,12.771078209017801,11.444711073295167,0.8503922982554655,5.469030202437705,12.790641229205159,11.73823913519257,0.8700648741801157,5.570660467131578,12.979551245777634,12.987439789752864,0.8556493863315607,12.804637992598261,9.941104126315492,0.7512962825025246,6.108153072584365,12.77148029449648,3.892676439448417,4.7982360200528955 
 02/08  01:00:00,11.849999999999998,10.0,9.25,,,0.0,,,,12.761062356164501,,,,,,,,,,,,,,,,,,,,,,,,12.775953765086353,-0.4216213330917504,-0.04621211118222951 
 02/08  02:00:00,11.7,9.375,9.375,,,0.0,,,,12.72634085517848,,,,,,,,,,,,,,,,,,,,,,,,12.760476580821916,-12.735845268319979,-10.673990852465568 
 02/08  03:00:00,11.7,8.375,8.375,,,0.0,,,,12.670995027743341,,,,,,,,,,,,,,,,,,,,,,,,12.714191747874079,-19.474548992249566,-19.211645658745987 
 02/08  04:00:00,11.7,7.375,7.375,,,0.0,,,,12.613267236380388,,,,,,,,,,,,,,,,,,,,,,,,12.658918152532001,-20.95675729294207,-20.83573610243304 
 02/08  05:00:00,11.325,7.0,6.375,,,0.0,,,,12.522747576234183,,,,,,,,,,,,,,,,,,,,,,,,12.588015505926384,-33.78415765961808,-31.420919664267316 
 02/08  06:00:00,10.7875,7.625,4.75,,,0.0,,,,12.400367273437146,,,,,,,,,,,,,,,,,,,,,,,,12.479754128660025,-44.68817448092381,-43.72746065540515 
 02/08  07:00:00,10.225,8.0,3.375,,,0.0,,,,12.260667104345078,,,,,,,,,,,,,,,,,,,,,,,,12.349144710478383,-51.13987503575619,-50.4822184968982 
 02/08  08:00:00,10.6875,8.0,4.25,,,0.0,,,,12.402900635748333,,,,,,,,,,,,,,,,,,,,,,,,12.319775164020927,49.792435359500004,31.35680804832024 
 02/08  09:00:00,11.787499999999998,8.625,6.25,,,0.0,,,,12.722041037644837,,,,,,,,,,,,,,,,,,,,,,,,12.550513630582842,97.66480896124108,98.97462797333449 
 02/08  10:00:00,12.8875,9.0,8.25,,,0.0,,,,12.928511465789112,,,,,,,,,,,,,,,,,,,,,,,,12.782571162986443,92.5676678408206,84.98145153048456 
 02/08  11:00:00,13.425,9.0,9.0,,,0.0,,,,13.286536008879008,,,,,,,,,,,,,,,,,,,,,,,,13.149682603460782,128.93314056426763,143.22432905825448 
 02/08  12:00:00,13.625,9.625,9.625,,,0.0,,,,13.170572219565713,,,,,,,,,,,,,,,,,,,,,,,,13.247332901748296,-27.46935495782401,-20.484513990189242 
 02/08  13:00:00,13.825,10.0,10.0,,,0.0,,,,13.219362920102931,,,,,,,,,,,,,,,,,,,,,,,,13.202510454972579,15.660649660154256,3.866024382273273 
